idpais;Pais;dep;Departamento;prov;Provincia;sec;Municipio;idloc;Localidad;dist;Distrito;zona;NomZona;reci;otros;idRecinto;Recinto;nombre;NumMesa;CodigoMesa;VotosConvergencia;VotosPulso;VotosMuspa;votosValidos;VotosBsd;VotosGente;VotosAs;VotosUn;Validos;votosNulos;votosBlancos;votosEmitidos;inscritos
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;8;322507290050508;20337;70;0;1;100;0;2;5;39;217;6;7;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;9;322507290050509;20338;60;2;1;108;0;1;9;41;222;1;1;224;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;10;322507290050510;20339;79;0;1;87;1;3;9;44;224;2;4;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;11;322507290050511;20340;77;0;1;88;0;1;1;38;206;10;4;220;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;12;322507290050512;20341;82;0;1;82;0;1;6;35;207;7;5;219;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;13;322507290050513;20342;38;1;1;136;0;1;3;43;223;1;4;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;14;322507290050514;20343;29;0;2;151;0;1;9;29;221;8;2;231;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;15;322507290050515;20344;61;1;2;109;0;0;9;45;227;2;0;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;16;322507290050516;20345;82;1;3;76;0;2;7;39;210;8;3;221;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;17;322507290050517;20346;83;0;3;72;0;0;4;59;221;7;1;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;18;322507290050518;20347;76;1;1;89;0;1;6;45;219;6;1;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;19;322507290050519;20348;79;0;0;80;0;0;6;45;210;5;2;217;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;20;322507290050520;20349;70;6;3;87;5;2;1;53;227;0;0;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;21;322507290050521;20350;79;2;2;77;1;0;6;53;220;7;2;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;22;322507290050522;20351;88;1;1;63;1;0;6;56;216;5;3;224;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;23;322507290050523;20352;82;2;1;82;0;0;9;40;216;6;1;223;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;24;322507290050524;20353;63;1;1;114;0;3;8;37;227;3;1;231;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;25;322507290050525;20354;78;0;1;71;1;0;6;52;209;5;0;214;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;26;322507290050526;20355;96;0;1;71;1;0;3;45;217;6;0;223;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;27;322507290050527;20356;47;0;2;105;0;0;2;61;217;4;1;222;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;28;322507290050528;20357;69;1;2;99;0;0;6;45;222;3;2;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;29;322507290050529;20358;50;2;0;137;0;1;1;33;224;5;3;232;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;30;322507290050530;20359;48;0;0;133;0;0;5;36;222;4;1;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;31;322507290050531;20360;71;0;3;89;0;0;5;43;211;13;0;224;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;32;322507290050532;20361;83;0;0;86;0;1;4;53;227;5;1;233;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;33;322507290050533;20362;82;1;0;76;0;1;5;50;215;3;3;221;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;34;322507290050534;20363;81;1;1;86;1;0;3;53;226;3;0;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;35;322507290050535;20364;86;1;0;98;0;1;2;37;225;3;2;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;36;322507290050536;20365;82;0;2;79;0;0;8;55;226;2;3;231;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;37;322507290050537;20366;73;0;1;97;1;0;2;45;219;5;2;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;38;322507290050538;20367;78;0;0;80;1;1;6;53;219;3;5;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;39;322507290050539;20368;79;0;1;94;2;0;7;44;227;2;0;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;40;322507290050540;20369;51;1;1;122;1;0;5;40;221;5;2;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;41;322507290050541;20370;32;0;4;149;0;0;5;25;215;2;4;221;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;42;322507290050542;20371;84;0;0;81;2;0;2;54;223;5;4;232;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;43;322507290050543;20372;87;2;2;69;0;0;4;50;214;7;3;224;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;44;322507290050544;20373;79;1;2;95;1;1;3;37;219;5;2;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;45;322507290050545;20374;83;0;0;84;0;0;3;47;217;3;2;222;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;46;322507290050546;20375;81;0;2;83;0;0;8;44;218;8;1;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;47;322507290050547;20376;73;0;1;95;1;1;4;47;222;6;2;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;48;322507290050548;20377;86;1;1;80;1;0;5;40;214;8;2;224;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;49;322507290050549;20378;65;0;2;94;0;1;4;50;216;6;4;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;50;322507290050550;20379;77;0;3;86;1;0;6;50;223;3;4;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;51;322507290050551;20380;83;0;0;86;0;0;3;53;225;5;1;231;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;52;322507290050552;20381;82;0;1;80;1;0;7;49;220;4;3;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;53;322507290050553;20382;70;2;3;80;1;1;4;45;206;9;1;216;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;54;322507290050554;20383;74;1;0;96;0;1;4;32;208;6;5;219;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;55;322507290050555;20384;86;0;0;92;0;0;5;38;221;2;4;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;501;MIRAFLORES ALTO                         ;505;TECNICO AYACUCHO;3;TECNICO AYACUCHO                        ;56;322507290050556;20385;25;0;0;13;0;0;0;20;58;2;0;60;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;501;TECNICO AYACUCHO;184;TECNICO AYACUCHO                        ;1;322507290050101;20291;4;0;0;31;0;0;1;7;43;1;0;44;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;1;322507290050201;20292;44;1;1;123;0;0;6;38;213;10;1;224;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;2;322507290050202;20293;52;0;4;120;1;3;5;35;220;9;1;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;3;322507290050203;20294;44;0;2;119;0;3;7;44;219;3;4;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;4;322507290050204;20295;30;0;0;155;1;0;3;28;217;5;3;225;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;5;322507290050205;20296;49;0;1;119;0;0;6;42;217;4;2;223;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;6;322507290050206;20297;56;0;1;113;0;2;7;41;220;5;3;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;7;322507290050207;20298;40;0;2;131;0;0;7;32;212;7;3;222;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;8;322507290050208;20299;54;1;3;117;0;0;7;35;217;7;1;225;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;9;322507290050209;20300;52;0;0;123;0;0;4;31;210;5;6;221;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;10;322507290050210;20301;51;0;0;126;0;0;1;38;216;10;2;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;11;322507290050211;20302;44;0;0;136;1;1;5;42;229;3;0;232;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;12;322507290050212;20303;48;1;4;123;1;1;2;36;216;9;4;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;13;322507290050213;20304;55;1;0;108;0;1;8;43;216;9;0;225;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;14;322507290050214;20305;38;1;0;125;0;0;5;41;210;12;6;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;15;322507290050215;20306;71;0;1;102;0;1;5;35;215;9;4;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;502;SAN JUAN DE LAZARETO                    ;502;PARQUE MIRADOR KILLI KILLI;75;PARQUE MIRADOR KILLI KILLI              ;16;322507290050216;20307;37;0;3;69;2;0;6;28;145;4;0;149;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;1;322507290050601;20386;14;1;3;180;0;0;2;21;221;2;6;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;2;322507290050602;20387;4;0;4;178;0;3;3;23;215;7;6;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;3;322507290050603;20388;11;1;0;181;0;0;3;31;227;1;5;233;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;4;322507290050604;20389;7;0;3;192;0;1;2;20;225;3;4;232;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;5;322507290050605;20390;12;0;3;181;0;4;4;16;220;8;4;232;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;6;322507290050606;20391;4;0;3;191;0;4;2;23;227;4;5;236;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;7;322507290050607;20392;5;1;2;194;0;1;2;15;220;5;8;233;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;8;322507290050608;20393;8;2;1;197;1;0;3;13;225;3;4;232;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;9;322507290050609;20394;2;0;1;211;0;0;1;12;227;3;3;233;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;10;322507290050610;20395;7;0;2;195;0;2;1;13;220;4;4;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;11;322507290050611;20396;0;0;2;202;0;4;1;11;220;2;6;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;5;DISTRITO 5                              ;503;SANTA ROSA GRANDE                       ;506;COLEGIO  ADOLFO  COSTA DU RELS;18;COLEGIO  ADOLFO  COSTA DU RELS          ;12;322507290050612;20397;7;1;1;196;1;2;3;15;226;3;3;232;999
